external_id	slug	categoria	motivo	titulo
682958670202	montura-de-gafas-redonda-con-filtro-de-luz-azul-estilo-coreano-para-mujer-682958670202	Gafas de montura	sanitario-MDR	Montura de gafas redonda con filtro de luz azul, estilo coreano para mujer
759282789580	gafas-de-montura-ojo-de-gato-para-mujer-con-lentes-antiluz-azul-759282789580	Gafas de montura	sanitario-MDR	Gafas de montura ojo de gato para mujer con lentes antiluz azul
1038987049273	-1038987049273	Gafas de montura	sanitario-MDR	Montura de acetato grueso con filtro de luz azul, frente cuadrado, graduable
935899312787	gafas-sin-montura-con-filtro-de-luz-azul-ultraligeras-para-lentes-graduadas-935899312787	Gafas de montura	sanitario-MDR	Gafas sin montura con filtro de luz azul, ultraligeras para lentes graduadas
863240600935	montura-de-gafas-cuadrada-con-filtro-de-luz-azul-para-mujer-863240600935	Gafas de montura	sanitario-MDR	Montura de gafas cuadrada con filtro de luz azul para mujer
739730990877	gafas-decorativas-ojo-de-gato-con-montura-de-diamantes-y-perlas-estilo-vintage-739730990877	Gafas de montura	sanitario-MDR	Gafas decorativas ojo de gato con montura de diamantes y perlas estilo vintage
863966705930	-863966705930	Gafas de montura	sanitario-MDR	Montura de gafas retro doble puente, grande, graduable, filtro luz azul
1060443221393	montura-optica-cuadrada-con-filtro-de-luz-azul-para-hombre-1060443221393	Gafas de montura	sanitario-MDR	Montura óptica cuadrada con filtro de luz azul para hombre
765966437456	gafas-de-montura-decorativa-sin-graduacion-con-lentes-transparentes-765966437456	Gafas de montura	sanitario-MDR	Gafas de montura decorativa sin graduación con lentes transparentes
718871148313	-718871148313	Gafas de montura	sanitario-MDR	Gafas de miopía retro con montura pequeña metálica, afinan el rostro, filtro anti luz azul
725088459404	-725088459404	Gafas de montura	sanitario-MDR	Montura ojo de gato de acetato, lente fotocromática o filtro azul, graduable
860621914775	-860621914775	Gafas de montura	sanitario-MDR	Montura ojo de gato de acetato con filtro de luz azul, graduable
736511018294	gafas-con-filtro-de-luz-azul-y-montura-clasica-736511018294	Gafas de montura	sanitario-MDR	Gafas con filtro de luz azul y montura clásica browline
863719375511	-863719375511	Gafas de montura	sanitario-MDR	Montura de gafas ojo de gato metálica grande con filtro de luz azul, graduable
1026616679955	montura-de-gafas-ojo-de-gato-bicolor-con-filtro-anti-luz-azul-para-mujer-1026616679955	Gafas de montura	sanitario-MDR	Montura de gafas ojo de gato bicolor con filtro anti luz azul para mujer
1043062911930	la-cha-1043062911930	Gafas de montura	sanitario-MDR	Gafas ovaladas LA CHA de acetato, estilo retro británico, montura unisex
924666504828	-924666504828	Gafas de montura	sanitario-MDR	Montura de gafas mariposa de acetato con detalle dorado, graduable
614936375883	gafas-sin-montura-con-proteccion-de-luz-azul-614936375883	Gafas de montura	sanitario-MDR	Gafas sin montura con proteccion de luz azul
739456099864	gafas-de-montura-de-metal-con-estilo-redondo-y-lentes-de-resina-transparente-739456099864	Gafas de montura	sanitario-MDR	Gafas redondas de montura metálica con lentes de resina transparente
919090283974	gafas-de-montura-ojo-de-gato-sin-graduacion-con-lente-fotocromatica-antiluz-azul-919090283974	Gafas de montura	sanitario-MDR	Gafas de montura ojo de gato sin graduación con lente fotocromática antiluz azul
988407951861	montura-cuadrada-con-remaches-y-lente-transparente-estilo-coreano-988407951861	Gafas de montura	sanitario-MDR	Montura cuadrada con remaches y lente transparente estilo coreano
787187931586	montura-de-gafas-decorativa-con-diamantes-de-imitacion-y-borlas-sin-lente-787187931586	Gafas de montura	sanitario-MDR	Montura de gafas decorativa con diamantes de imitación y borlas, sin lente
900130227322	montura-de-gafas-tr-con-filtro-de-luz-azul-y-detalle-de-corazon-unisex-900130227322	Gafas de montura	sanitario-MDR	Montura de gafas TR con filtro de luz azul y detalle de corazón, unisex
1017163916225	montura-cuadrada-grande-retro-con-filtro-de-luz-azul-apta-para-graduacion-1017163916225	Gafas de montura	sanitario-MDR	Montura cuadrada grande retro con filtro de luz azul apta para graduación
653192448895	montura-de-gafas-para-miopia-con-brillo-purpurina-y-proteccion-anti-luz-azul-653192448895	Gafas de montura	sanitario-MDR	Montura de gafas para miopía con brillo purpurina y protección anti luz azul
901096201284	montura-de-gafas-ojo-de-gato-bicolor-a-juego-con-filtro-anti-luz-azul-901096201284	Gafas de montura	sanitario-MDR	Montura de gafas ojo de gato bicolor a juego con filtro anti luz azul
691821274874	gafas-graduadas-para-miopia-con-montura-ojo-de-gato-y-filtro-anti-luz-azul-691821274874	Gafas de montura	sanitario-MDR	Gafas graduadas para miopía con montura ojo de gato y filtro anti luz azul
944559375356	tr90-944559375356	Gafas de montura	sanitario-MDR	Gafas redondas retro TR90 con varillas de titanio y filtro de luz azul, unisex
980167760361	tr90-980167760361	Gafas de montura	sanitario-MDR	Montura óptica TR90 ultraligera con filtro de luz azul, graduable
1001643658168	-1001643658168	Gafas de montura	sanitario-MDR	Montura de gafas cuadrada con filtro de luz azul, graduable
838467176086	-838467176086	Gafas de montura	sanitario-MDR	Montura de gafas ojo de gato de acetato con filtro de luz azul, graduable
889553295248	-889553295248	Gafas de montura	sanitario-MDR	Montura de gafas de hilo dorado con filtro de luz azul, graduable
(194 rows)
651218926561	farolillo-navideno-led-con-vela-parpadeante-y-escena-de-papa-noel-o-muneco-de-nieve-651218926561	Decoración navideña	navideno-con-electronica	Farolillo navideño LED con vela parpadeante y escena de Papá Noel o muñeco de nieve
821223580662	casita-de-nieve-de-resina-blanca-luminosa-para-decoracion-de-mesa-de-navidad-821223580662	Artículos para el hogar y regalos	navideno-con-electronica	Casita de nieve de resina blanca luminosa para decoración de mesa de Navidad
827700010643	farolillo-navideno-triangular-con-luz-led-calida-para-decoracion-y-regalo-827700010643	Decoración navideña	navideno-con-electronica	Farolillo navideño triangular con luz LED cálida para decoración y regalo
828858003800	tren-de-navidad-colgante-electrico-con-via-para-arbol-de-navidad-juguete-decorativo-828858003800	Artículos para el hogar y regalos	navideno-con-electronica	Tren de Navidad colgante eléctrico con vía para árbol de Navidad, juguete decorativo
850861954784	mini-arbol-de-navidad-decorativo-de-sobremesa-en-dorado-y-cafe-850861954784	Artículos para el hogar y regalos	navideno-con-electronica	Mini árbol de Navidad decorativo de sobremesa en dorado y café
955831438984	farol-navideno-led-con-vela-parpadeante-adorno-colgante-y-de-mesa-955831438984	Decoración navideña	navideno-con-electronica	Farol navideño LED con vela parpadeante, adorno colgante y de mesa
981892508241	decoracion-led-de-navidad-de-madera-para-mesa-981892508241	Artículos para el hogar y regalos	navideno-con-electronica	Decoración LED de Navidad de madera para mesa
